TICKET,ITEM,IDPRODUCTO,NOMPRRODUCTO,FECHAVENTA,CANTIDAD,IDTAMAÑO,DESCTAMAÑO,PRECIO,COSTOUNITARIO,DESCTIPO,IDLOCAL,NOMLOCAL,DESCTIPOLOCAL,IDCIUDAD,NOMCIUDAD,TOTALVENTA,TOTALCOSTO,AÑO,MES
51548,1,D007,REFLEXION EDGE,14/01/2021,1,21N,21 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,01-ENE
51572,1,D007,REFLEXION EDGE,15/01/2021,1,27N,27 NORMAL," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,01-ENE
51908,1,D007,REFLEXION EDGE,17/01/2021,1,21M,21 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,01-ENE
52951,1,D007,REFLEXION EDGE,27/01/2021,1,22M,22 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,01-ENE
54434,2,D007,REFLEXION EDGE,06/02/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
54577,1,D007,REFLEXION EDGE,07/02/2021,1,25M,25 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,02-FEB
54760,1,D007,REFLEXION EDGE,09/02/2021,1,19M,19 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,02-FEB
55242,1,D007,REFLEXION EDGE,13/02/2021,1,18M,18 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
55381,1,D007,REFLEXION EDGE,14/02/2021,1,22M,22 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
56388,1,D007,REFLEXION EDGE,22/02/2021,1,23N,23 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
56570,1,D007,REFLEXION EDGE,24/02/2021,1,20N,20 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
56724,1,D007,REFLEXION EDGE,25/02/2021,1,19M,19 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
56856,1,D007,REFLEXION EDGE,27/02/2021,1,18N,18 NORMAL," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
56878,1,D007,REFLEXION EDGE,27/02/2021,1,28N,28 NORMAL," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,02-FEB
57439,2,D007,REFLEXION EDGE,03/03/2021,1,19M,19 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,03-MAR
57979,1,D007,REFLEXION EDGE,07/03/2021,1,22M,22 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,03-MAR
58039,1,D007,REFLEXION EDGE,08/03/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,03-MAR
58270,1,D007,REFLEXION EDGE,09/03/2021,1,19M,19 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,03-MAR
58473,1,D007,REFLEXION EDGE,10/03/2021,1,23M,23 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,03-MAR
58556,1,D007,REFLEXION EDGE,11/03/2021,1,27N,27 NORMAL," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,03-MAR
59806,1,D007,REFLEXION EDGE,23/03/2021,1,19N,19 NORMAL," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,03-MAR
60553,1,D007,REFLEXION EDGE,31/03/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,03-MAR
60873,1,D007,REFLEXION EDGE,02/04/2021,1,25N,25 NORMAL," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,04-ABR
61770,1,D007,REFLEXION EDGE,09/04/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,04-ABR
61973,1,D007,REFLEXION EDGE,12/04/2021,1,23N,23 NORMAL," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,04-ABR
62216,1,D007,REFLEXION EDGE,14/04/2021,1,20N,20 NORMAL," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,04-ABR
62685,1,D007,REFLEXION EDGE,17/04/2021,1,26M,26 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,04-ABR
64017,1,D007,REFLEXION EDGE,26/04/2021,1,27N,27 NORMAL," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,04-ABR
64340,1,D007,REFLEXION EDGE,30/04/2021,1,22N,22 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,04-ABR
65798,1,D007,REFLEXION EDGE,14/05/2021,1,23N,23 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,05-MAY
65893,1,D007,REFLEXION EDGE,15/05/2021,1,21M,21 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,05-MAY
66174,1,D007,REFLEXION EDGE,17/05/2021,1,19N,19 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,05-MAY
66209,1,D007,REFLEXION EDGE,18/05/2021,1,21N,21 NORMAL," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,05-MAY
66491,1,D007,REFLEXION EDGE,20/05/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,05-MAY
66511,1,D007,REFLEXION EDGE,20/05/2021,1,23N,23 NORMAL," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,05-MAY
66659,1,D007,REFLEXION EDGE,22/05/2021,1,20M,20 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,05-MAY
67283,1,D007,REFLEXION EDGE,26/05/2021,1,19N,19 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,05-MAY
67307,1,D007,REFLEXION EDGE,27/05/2021,1,25N,25 NORMAL," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,05-MAY
68039,1,D007,REFLEXION EDGE,03/06/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,06-JUN
68323,1,D007,REFLEXION EDGE,05/06/2021,1,25N,25 NORMAL," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,06-JUN
69164,1,D007,REFLEXION EDGE,11/06/2021,1,25M,25 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,06-JUN
69316,1,D007,REFLEXION EDGE,12/06/2021,1,22M,22 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,06-JUN
69648,1,D007,REFLEXION EDGE,15/06/2021,1,23N,23 NORMAL," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,06-JUN
70061,1,D007,REFLEXION EDGE,19/06/2021,1,19M,19 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,06-JUN
70558,1,D007,REFLEXION EDGE,24/06/2021,1,20M,20 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,06-JUN
71284,1,D007,REFLEXION EDGE,01/07/2021,1,20N,20 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,07-JUL
71441,1,D007,REFLEXION EDGE,02/07/2021,1,27M,27 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,07-JUL
71597,1,D007,REFLEXION EDGE,04/07/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,07-JUL
72654,1,D007,REFLEXION EDGE,12/07/2021,1,24N,24 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,07-JUL
72925,1,D007,REFLEXION EDGE,14/07/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,07-JUL
73616,1,D007,REFLEXION EDGE,18/07/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,07-JUL
74200,1,D007,REFLEXION EDGE,22/07/2021,1,24N,24 NORMAL," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,07-JUL
74969,1,D007,REFLEXION EDGE,28/07/2021,1,24M,24 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,07-JUL
75414,1,D007,REFLEXION EDGE,01/08/2021,1,25M,25 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,08-AGO
75623,1,D007,REFLEXION EDGE,03/08/2021,1,27M,27 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,08-AGO
76379,1,D007,REFLEXION EDGE,09/08/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,08-AGO
76760,1,D007,REFLEXION EDGE,13/08/2021,1,21N,21 NORMAL," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,08-AGO
76941,1,D007,REFLEXION EDGE,14/08/2021,1,18N,18 NORMAL," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,08-AGO
77009,1,D007,REFLEXION EDGE,14/08/2021,1,18N,18 NORMAL," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,08-AGO
77319,1,D007,REFLEXION EDGE,17/08/2021,1,25N,25 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,08-AGO
77405,1,D007,REFLEXION EDGE,18/08/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,08-AGO
78235,1,D007,REFLEXION EDGE,24/08/2021,1,24N,24 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,08-AGO
79291,1,D007,REFLEXION EDGE,01/09/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,09-SEP
80179,1,D007,REFLEXION EDGE,09/09/2021,1,18M,18 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,09-SEP
80480,1,D007,REFLEXION EDGE,12/09/2021,1,18N,18 NORMAL," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,09-SEP
80994,1,D007,REFLEXION EDGE,18/09/2021,1,28N,28 NORMAL," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,09-SEP
81973,1,D007,REFLEXION EDGE,26/09/2021,1,20M,20 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,09-SEP
82123,1,D007,REFLEXION EDGE,27/09/2021,1,23N,23 NORMAL," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,09-SEP
82232,1,D007,REFLEXION EDGE,28/09/2021,1,18N,18 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,09-SEP
82234,1,D007,REFLEXION EDGE,28/09/2021,1,21M,21 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,09-SEP
82519,1,D007,REFLEXION EDGE,01/10/2021,1,18N,18 NORMAL," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,10-OCT
82570,1,D007,REFLEXION EDGE,01/10/2021,1,22N,22 NORMAL," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,10-OCT
82683,1,D007,REFLEXION EDGE,02/10/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,10-OCT
82696,1,D007,REFLEXION EDGE,02/10/2021,1,25M,25 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,10-OCT
82947,1,D007,REFLEXION EDGE,05/10/2021,1,27M,27 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,10-OCT
82976,1,D007,REFLEXION EDGE,05/10/2021,1,26M,26 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,10-OCT
83494,1,D007,REFLEXION EDGE,10/10/2021,1,25N,25 NORMAL," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,10-OCT
83582,1,D007,REFLEXION EDGE,10/10/2021,1,22M,22 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,10-OCT
83648,1,D007,REFLEXION EDGE,11/10/2021,1,20M,20 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,10-OCT
84309,1,D007,REFLEXION EDGE,18/10/2021,1,27N,27 NORMAL," $1,064.00 ", $387.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,10-OCT
84489,1,D007,REFLEXION EDGE,20/10/2021,1,27N,27 NORMAL," $1,064.00 ", $387.00 ,DAMA,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,10-OCT
84799,1,D007,REFLEXION EDGE,23/10/2021,1,25M,25 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,10-OCT
84967,1,D007,REFLEXION EDGE,25/10/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,10-OCT
85381,1,D007,REFLEXION EDGE,01/11/2021,1,19N,19 NORMAL," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,11-NOV
85474,1,D007,REFLEXION EDGE,02/11/2021,1,26M,26 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,11-NOV
86167,1,D007,REFLEXION EDGE,09/11/2021,1,20M,20 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,11-NOV
86637,1,D007,REFLEXION EDGE,14/11/2021,1,25M,25 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,11-NOV
86820,1,D007,REFLEXION EDGE,16/11/2021,1,24N,24 NORMAL," $1,064.00 ", $387.00 ,DAMA,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,064.00 ", $387.00 ,2021,11-NOV
86911,1,D007,REFLEXION EDGE,17/11/2021,1,19M,19 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,064.00 ", $387.00 ,2021,11-NOV
88828,1,D007,REFLEXION EDGE,02/12/2021,1,19N,19 NORMAL," $1,064.00 ", $387.00 ,DAMA,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,12-DIC
90056,1,D007,REFLEXION EDGE,19/12/2021,1,21M,21 Y MEDIO," $1,064.00 ", $387.00 ,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,064.00 ", $387.00 ,2021,12-DIC
98044,1,D007,REFLEXION EDGE,27/12/2021,1,26N,26 NORMAL," $1,064.00 ", $387.00 ,DAMA,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,064.00 ", $387.00 ,2021,12-DIC
11076,1,S001,RAPTOR,12/01/2020,1,20M,20 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,524.00 ", $434.00 ,2020,01-ENE
11495,1,S001,RAPTOR,16/01/2020,1,25N,25 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,01-ENE
11986,1,S001,RAPTOR,21/01/2020,1,25N,25 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,524.00 ", $434.00 ,2020,01-ENE
12502,1,S001,RAPTOR,27/01/2020,1,22N,22 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,524.00 ", $434.00 ,2020,01-ENE
12723,1,S001,RAPTOR,30/01/2020,1,24M,24 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,524.00 ", $434.00 ,2020,01-ENE
13083,1,S001,RAPTOR,01/02/2020,1,30M,30 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,02-FEB
13506,1,S001,RAPTOR,05/02/2020,1,29M,29 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,02-FEB
14991,1,S001,RAPTOR,20/02/2020,1,28M,28 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,524.00 ", $434.00 ,2020,02-FEB
15224,1,S001,RAPTOR,22/02/2020,1,20M,20 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,02-FEB
15735,1,S001,RAPTOR,25/02/2020,1,27N,27 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,524.00 ", $434.00 ,2020,02-FEB
18581,1,S001,RAPTOR,18/03/2020,1,21M,21 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,03-MAR
20079,1,S001,RAPTOR,03/04/2020,1,30N,30 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,524.00 ", $434.00 ,2020,04-ABR
20895,1,S001,RAPTOR,10/04/2020,1,22N,22 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,04-ABR
21816,1,S001,RAPTOR,19/04/2020,1,24N,24 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,524.00 ", $434.00 ,2020,04-ABR
22417,1,S001,RAPTOR,26/04/2020,1,26N,26 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,524.00 ", $434.00 ,2020,04-ABR
23026,1,S001,RAPTOR,03/05/2020,1,24N,24 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,524.00 ", $434.00 ,2020,05-MAY
23639,1,S001,RAPTOR,08/05/2020,1,27M,27 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,05-MAY
24393,1,S001,RAPTOR,16/05/2020,1,18M,18 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,524.00 ", $434.00 ,2020,05-MAY
25785,2,S001,RAPTOR,31/05/2020,1,21N,21 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,524.00 ", $434.00 ,2020,05-MAY
26510,1,S001,RAPTOR,04/06/2020,1,22N,22 NORMAL," $1,524.00 ", $434.00 ,DEPORTIVO,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,06-JUN
26711,1,S001,RAPTOR,08/06/2020,1,20M,20 Y MEDIO," $1,524.00 ", $434.00 ,DEPORTIVO,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,524.00 ", $434.00 ,2020,06-JUN
