ticket,fecha_venta,id_local,local,tipo_local,id_ciudad,ciudad,estado,pais,venta_ticket,item,id_estilo,id_medida,cantidad,estilo,medida,precio_lista,precio_venta,venta_item,costo_unitario,costo_venta,utilidad,id_tipo_calzado,tipo_calzado
80596,13/09/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,2030.00,1,S002,28M,1,CITUAN,28 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
80618,13/09/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1448.00,1,D004,26M,1,PANAMA,26 Y MEDIO,1448.00,1448.00,1448.00,421.00,421.00,1027.00, D ,DAMA
80623,13/09/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1069.00,1,U002,27N,1,MINIMAL ECHO,27 NORMAL,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
80629,13/09/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1479.00,1,C003,20M,1,CONFORT NEW YORK,20 Y MEDIO,1479.00,1479.00,1479.00,396.00,396.00,1083.00, C ,CABALLERO
80634,14/09/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,900.00,1,U001,27M,1,RELAX UNIVERSE,27 Y MEDIO,900.00,900.00,900.00,424.00,424.00,476.00, U ,UNISEX
80659,14/09/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1333.00,1,D006,26N,1,COLORFUL SPRING,26 NORMAL,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
80661,14/09/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1240.00,1,D006,26N,1,COLORFUL SPRING,26 NORMAL,1240.00,1240.00,1240.00,380.00,380.00,860.00, D ,DAMA
80691,14/09/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1026.00,1,U001,24M,1,RELAX UNIVERSE,24 Y MEDIO,1026.00,1026.00,1026.00,424.00,424.00,602.00, U ,UNISEX
80692,14/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1212.00,1,D003,25N,1,MERLE POINT,25 NORMAL,1212.00,1212.00,1212.00,442.00,442.00,770.00, D ,DAMA
80694,14/09/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1770.00,1,C002,28M,1,CONFORT MILAN,28 Y MEDIO,1844.00,1770.00,1770.00,420.00,420.00,1350.00, C ,CABALLERO
80701,15/09/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,2102.00,1,C002,29N,1,CONFORT MILAN,29 NORMAL,2102.00,2102.00,2102.00,420.00,420.00,1682.00, C ,CABALLERO
80703,15/09/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1196.00,1,D001,19N,1,SPLEND MARNA,19 NORMAL,1196.00,1196.00,1196.00,397.00,397.00,799.00, D ,DAMA
80707,15/09/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1272.00,1,D001,25N,1,SPLEND MARNA,25 NORMAL,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
80726,15/09/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1507.00,1,C001,28N,1,COMFORT VERONA,28 NORMAL,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
80728,15/09/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1459.00,1,D002,27N,1,TANGERINE,27 NORMAL,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
80729,15/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2108.00,1,D003,23M,2,MERLE POINT,23 Y MEDIO,1054.00,1054.00,2108.00,442.00,884.00,1224.00, D ,DAMA
80733,16/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1585.00,1,D005,26N,1,SERENA STORM,26 NORMAL,1585.00,1585.00,1585.00,459.00,459.00,1126.00, D ,DAMA
80743,16/09/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1865.00,1,D005,25N,1,SERENA STORM,25 NORMAL,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
80780,16/09/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1361.00,1,D001,26M,1,SPLEND MARNA,26 Y MEDIO,1361.00,1361.00,1361.00,397.00,397.00,964.00, D ,DAMA
80785,16/09/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1529.00,1,S003,20M,1,ULTRA-ALIVE,20 Y MEDIO,1529.00,1529.00,1529.00,388.00,388.00,1141.00, S ,DEPORTIVO
80793,16/09/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,5836.00,1,D002,22M,4,TANGERINE,22 Y MEDIO,1459.00,1459.00,5836.00,386.00,1544.00,4292.00, D ,DAMA
80795,16/09/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1591.00,1,D004,19M,1,PANAMA,19 Y MEDIO,1591.00,1591.00,1591.00,421.00,421.00,1170.00, D ,DAMA
80796,16/09/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1272.00,1,D001,25N,1,SPLEND MARNA,25 NORMAL,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
80803,16/09/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1830.00,1,D004,20M,1,PANAMA,20 Y MEDIO,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
80813,16/09/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1357.00,1,D003,25N,1,MERLE POINT,25 NORMAL,1357.00,1357.00,1357.00,442.00,442.00,915.00, D ,DAMA
80852,16/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1196.00,1,D001,21M,1,SPLEND MARNA,21 Y MEDIO,1196.00,1196.00,1196.00,397.00,397.00,799.00, D ,DAMA
80860,16/09/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1357.00,1,D003,27N,1,MERLE POINT,27 NORMAL,1357.00,1357.00,1357.00,442.00,442.00,915.00, D ,DAMA
80866,16/09/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2719.00,2,C001,30M,1,COMFORT VERONA,30 Y MEDIO,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
80866,16/09/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2719.00,1,D003,26N,1,MERLE POINT,26 NORMAL,1212.00,1212.00,1212.00,442.00,442.00,770.00, D ,DAMA
80887,17/09/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2033.00,1,D005,18M,1,SERENA STORM,18 Y MEDIO,2033.00,2033.00,2033.00,459.00,459.00,1574.00, D ,DAMA
80893,17/09/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1862.00,1,S002,19N,1,CITUAN,19 NORMAL,1862.00,1862.00,1862.00,394.00,394.00,1468.00, S ,DEPORTIVO
80896,17/09/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1738.00,1,S003,21N,1,ULTRA-ALIVE,21 NORMAL,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
80907,17/09/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1069.00,1,U002,27N,1,MINIMAL ECHO,27 NORMAL,1069.00,1069.00,1069.00,460.00,460.00,609.00, U ,UNISEX
80921,17/09/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1048.00,1,C004,28M,1,MIRIDIA,28 Y MEDIO,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
80924,17/09/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1054.00,1,D003,22M,1,MERLE POINT,22 Y MEDIO,1054.00,1054.00,1054.00,442.00,442.00,612.00, D ,DAMA
80926,17/09/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1272.00,1,D001,20M,1,SPLEND MARNA,20 Y MEDIO,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
80927,17/09/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,2102.00,1,C002,21M,1,CONFORT MILAN,21 Y MEDIO,2102.00,2102.00,2102.00,420.00,420.00,1682.00, C ,CABALLERO
80932,17/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1621.00,1,S001,20M,1,RAPTOR,20 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
80937,17/09/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1102.00,1,D003,19M,1,MERLE POINT,19 Y MEDIO,1212.00,1102.00,1102.00,442.00,442.00,660.00, D ,DAMA
80954,17/09/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1459.00,1,D002,24N,1,TANGERINE,24 NORMAL,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
80963,17/09/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1507.00,1,S001,23N,1,RAPTOR,23 NORMAL,1621.00,1507.00,1507.00,434.00,434.00,1073.00, S ,DEPORTIVO
80986,18/09/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1048.00,1,C004,26M,1,MIRIDIA,26 Y MEDIO,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
80994,18/09/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1064.00,1,D007,28N,1,REFLEXION EDGE,28 NORMAL,1064.00,1064.00,1064.00,387.00,387.00,677.00, D ,DAMA
80998,18/09/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1621.00,1,S001,21M,1,RAPTOR,21 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
81002,18/09/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1333.00,1,D006,20M,1,COLORFUL SPRING,20 Y MEDIO,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
81015,18/09/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,7448.00,1,S002,30M,4,CITUAN,30 Y MEDIO,1862.00,1862.00,7448.00,394.00,1576.00,5872.00, S ,DEPORTIVO
81020,18/09/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1844.00,1,C002,24M,1,CONFORT MILAN,24 Y MEDIO,1844.00,1844.00,1844.00,420.00,420.00,1424.00, C ,CABALLERO
81026,18/09/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,4192.00,1,C004,30M,4,MIRIDIA,30 Y MEDIO,1048.00,1048.00,4192.00,392.00,1568.00,2624.00, C ,CABALLERO
81036,18/09/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1459.00,1,D002,21N,1,TANGERINE,21 NORMAL,1459.00,1459.00,1459.00,386.00,386.00,1073.00, D ,DAMA
81037,18/09/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1128.00,1,D007,25N,1,REFLEXION EDGE,25 NORMAL,1128.00,1128.00,1128.00,387.00,387.00,741.00, D ,DAMA
81050,18/09/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1866.00,1,C003,18N,1,CONFORT NEW YORK,18 NORMAL,1866.00,1866.00,1866.00,396.00,396.00,1470.00, C ,CABALLERO
81059,18/09/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,4773.00,1,D004,28N,3,PANAMA,28 NORMAL,1591.00,1591.00,4773.00,421.00,1263.00,3510.00, D ,DAMA
81068,18/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,4587.00,1,S003,19M,3,ULTRA-ALIVE,19 Y MEDIO,1529.00,1529.00,4587.00,388.00,1164.00,3423.00, S ,DEPORTIVO
81073,19/09/2021,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1048.00,1,C004,26M,1,MIRIDIA,26 Y MEDIO,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
81091,19/09/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1240.00,1,D006,26M,1,COLORFUL SPRING,26 Y MEDIO,1240.00,1240.00,1240.00,380.00,380.00,860.00, D ,DAMA
81096,19/09/2021,2,CITADEL,ESTÁNDAR,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1621.00,1,S001,21M,1,RAPTOR,21 Y MEDIO,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
81097,19/09/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1591.00,1,D004,27M,1,PANAMA,27 Y MEDIO,1591.00,1591.00,1591.00,421.00,421.00,1170.00, D ,DAMA
81106,19/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1272.00,1,D001,27N,1,SPLEND MARNA,27 NORMAL,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
81129,19/09/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,901.00,1,C004,18M,1,MIRIDIA,18 Y MEDIO,901.00,901.00,901.00,392.00,392.00,509.00, C ,CABALLERO
81131,19/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1580.00,1,C003,22M,1,CONFORT NEW YORK,22 Y MEDIO,1681.00,1580.00,1580.00,396.00,396.00,1184.00, C ,CABALLERO
81144,19/09/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1524.00,1,S001,28M,1,RAPTOR,28 Y MEDIO,1524.00,1524.00,1524.00,434.00,434.00,1090.00, S ,DEPORTIVO
81162,19/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,947.00,1,D007,27N,1,REFLEXION EDGE,27 NORMAL,947.00,947.00,947.00,387.00,387.00,560.00, D ,DAMA
81192,19/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,3816.00,1,D001,25M,3,SPLEND MARNA,25 Y MEDIO,1272.00,1272.00,3816.00,397.00,1191.00,2625.00, D ,DAMA
81198,19/09/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1272.00,1,D001,19M,1,SPLEND MARNA,19 Y MEDIO,1272.00,1272.00,1272.00,397.00,397.00,875.00, D ,DAMA
81218,19/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1865.00,1,D005,25N,1,SERENA STORM,25 NORMAL,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
81219,20/09/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1999.00,1,S003,19M,1,ULTRA-ALIVE,19 Y MEDIO,1999.00,1999.00,1999.00,388.00,388.00,1611.00, S ,DEPORTIVO
81243,20/09/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1681.00,1,C003,19N,1,CONFORT NEW YORK,19 NORMAL,1681.00,1681.00,1681.00,396.00,396.00,1285.00, C ,CABALLERO
81252,20/09/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1879.00,1,S003,24M,1,ULTRA-ALIVE,24 Y MEDIO,1999.00,1879.00,1879.00,388.00,388.00,1491.00, S ,DEPORTIVO
81256,20/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1196.00,1,D001,25M,1,SPLEND MARNA,25 Y MEDIO,1196.00,1196.00,1196.00,397.00,397.00,799.00, D ,DAMA
81273,20/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1311.00,1,C001,29N,1,COMFORT VERONA,29 NORMAL,1311.00,1311.00,1311.00,393.00,393.00,918.00, C ,CABALLERO
81278,20/09/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,2030.00,1,S002,22N,1,CITUAN,22 NORMAL,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
81283,20/09/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1440.00,1,D006,21M,1,COLORFUL SPRING,21 Y MEDIO,1440.00,1440.00,1440.00,380.00,380.00,1060.00, D ,DAMA
81310,20/09/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1738.00,1,S003,19N,1,ULTRA-ALIVE,19 NORMAL,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
81313,21/09/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1144.00,1,U002,26N,1,MINIMAL ECHO,26 NORMAL,1144.00,1144.00,1144.00,460.00,460.00,684.00, U ,UNISEX
81315,21/09/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1153.00,1,C004,26N,1,MIRIDIA,26 NORMAL,1153.00,1153.00,1153.00,392.00,392.00,761.00, C ,CABALLERO
81327,21/09/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1799.00,1,S001,19M,1,RAPTOR,19 Y MEDIO,1799.00,1799.00,1799.00,434.00,434.00,1365.00, S ,DEPORTIVO
81332,21/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1333.00,1,D006,22M,1,COLORFUL SPRING,22 Y MEDIO,1333.00,1333.00,1333.00,380.00,380.00,953.00, D ,DAMA
81342,21/09/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1328.00,1,D002,21N,1,TANGERINE,21 NORMAL,1328.00,1328.00,1328.00,386.00,386.00,942.00, D ,DAMA
81343,21/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1328.00,1,D002,21M,1,TANGERINE,21 Y MEDIO,1328.00,1328.00,1328.00,386.00,386.00,942.00, D ,DAMA
81359,21/09/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1591.00,1,D004,25N,1,PANAMA,25 NORMAL,1591.00,1591.00,1591.00,421.00,421.00,1170.00, D ,DAMA
81370,21/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1196.00,1,D001,26M,1,SPLEND MARNA,26 Y MEDIO,1196.00,1196.00,1196.00,397.00,397.00,799.00, D ,DAMA
81418,21/09/2021,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1212.00,1,D003,24N,1,MERLE POINT,24 NORMAL,1212.00,1212.00,1212.00,442.00,442.00,770.00, D ,DAMA
81450,21/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,947.00,1,D007,20M,1,REFLEXION EDGE,20 Y MEDIO,947.00,947.00,947.00,387.00,387.00,560.00, D ,DAMA
81459,21/09/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,2030.00,1,S002,18M,1,CITUAN,18 Y MEDIO,2030.00,2030.00,2030.00,394.00,394.00,1636.00, S ,DEPORTIVO
81461,22/09/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1128.00,1,D007,18M,1,REFLEXION EDGE,18 Y MEDIO,1128.00,1128.00,1128.00,387.00,387.00,741.00, D ,DAMA
81511,22/09/2021,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1621.00,1,S001,27N,1,RAPTOR,27 NORMAL,1621.00,1621.00,1621.00,434.00,434.00,1187.00, S ,DEPORTIVO
81517,22/09/2021,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1144.00,1,U002,25N,1,MINIMAL ECHO,25 NORMAL,1144.00,1144.00,1144.00,460.00,460.00,684.00, U ,UNISEX
81520,22/09/2021,3,ESFERA,PREMIUM,MTY,MONTERREY,NUEVO LEÓN,MÉXICO,1357.00,1,D003,27M,1,MERLE POINT,27 Y MEDIO,1357.00,1357.00,1357.00,442.00,442.00,915.00, D ,DAMA
81536,22/09/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1681.00,1,C003,24M,1,CONFORT NEW YORK,24 Y MEDIO,1681.00,1681.00,1681.00,396.00,396.00,1285.00, C ,CABALLERO
81544,22/09/2021,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1296.00,1,C001,23N,1,COMFORT VERONA,23 NORMAL,1296.00,1296.00,1296.00,393.00,393.00,903.00, C ,CABALLERO
81564,22/09/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1144.00,1,U002,27M,1,MINIMAL ECHO,27 Y MEDIO,1144.00,1144.00,1144.00,460.00,460.00,684.00, U ,UNISEX
81573,22/09/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,1738.00,1,S003,29N,1,ULTRA-ALIVE,29 NORMAL,1738.00,1738.00,1738.00,388.00,388.00,1350.00, S ,DEPORTIVO
81576,22/09/2021,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1583.00,1,S002,22M,1,CITUAN,22 Y MEDIO,1583.00,1583.00,1583.00,394.00,394.00,1189.00, S ,DEPORTIVO
81577,22/09/2021,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1507.00,1,C001,27N,1,COMFORT VERONA,27 NORMAL,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
81578,22/09/2021,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1585.00,1,D005,23N,1,SERENA STORM,23 NORMAL,1585.00,1585.00,1585.00,459.00,459.00,1126.00, D ,DAMA
81589,22/09/2021,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,PUEBLA,MÉXICO,1583.00,1,S002,28N,1,CITUAN,28 NORMAL,1583.00,1583.00,1583.00,394.00,394.00,1189.00, S ,DEPORTIVO
81606,23/09/2021,18,LORETO,PREMIUM,PUE,PUEBLA,PUEBLA,MÉXICO,1931.00,1,D005,25M,1,SERENA STORM,25 Y MEDIO,2033.00,1931.00,1931.00,459.00,459.00,1472.00, D ,DAMA
81615,23/09/2021,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,3588.00,1,D001,20M,3,SPLEND MARNA,20 Y MEDIO,1196.00,1196.00,3588.00,397.00,1191.00,2397.00, D ,DAMA
81626,23/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1048.00,1,C004,29M,1,MIRIDIA,29 Y MEDIO,1048.00,1048.00,1048.00,392.00,392.00,656.00, C ,CABALLERO
81631,23/09/2021,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA,JALISCO,MÉXICO,1507.00,1,C001,26N,1,COMFORT VERONA,26 NORMAL,1507.00,1507.00,1507.00,393.00,393.00,1114.00, C ,CABALLERO
81638,23/09/2021,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,7460.00,1,D005,28N,4,SERENA STORM,28 NORMAL,1865.00,1865.00,7460.00,459.00,1836.00,5624.00, D ,DAMA
81639,23/09/2021,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1865.00,1,D005,27M,1,SERENA STORM,27 Y MEDIO,1865.00,1865.00,1865.00,459.00,459.00,1406.00, D ,DAMA
81640,23/09/2021,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MÉXICO,1799.00,1,S001,22M,1,RAPTOR,22 Y MEDIO,1799.00,1799.00,1799.00,434.00,434.00,1365.00, S ,DEPORTIVO
81642,23/09/2021,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,PUEBLA,MÉXICO,3182.00,1,D004,24N,2,PANAMA,24 NORMAL,1591.00,1591.00,3182.00,421.00,842.00,2340.00, D ,DAMA
81659,23/09/2021,13,ANDARES,PREMIUM,GDL,GUADALAJARA,JALISCO,MÉXICO,1830.00,1,D004,21M,1,PANAMA,21 Y MEDIO,1830.00,1830.00,1830.00,421.00,421.00,1409.00, D ,DAMA
